metric,value
MAE,17.140935258962923
MedAE,5.129464970119905
acc_thr_0.5,0.8231270568497129
prec_thr_0.5,0.8291852636356759
rec_thr_0.5,0.9577944774554351
acc_thr_0.8,0.7160095502355295
prec_thr_0.8,0.934484885872918
rec_thr_0.8,0.6618315274379588
