r2_pnl,corr_pnl,slope_cal,int_cal,r2_cal,n_pnl,phi_p_inf,phi_p0,phi_lam,phi_r2,sigma_median_token
-0.05156246378626417,0.4101228467097568,0.14773458725678684,0.20991267773485345,0.8039019139712772,13407,0.7029772799407175,0.8880273220875278,0.021589579284188528,0.6385476706077429,0.039463215435440534
