,ETH→SOL_n,SOL→ETH_n,ETH→SOL_pnl,SOL→ETH_pnl,n_total,pnl_total,pnl_cumulative
2026-02-21,21.0,11.0,31.572784,109.965403,32.0,141.538187,264604.72111800016
2026-02-22,13.0,29.0,36.901329000000004,21.916347000000002,42.0,58.817676000000006,264663.53879400017
2026-02-23,28.0,51.0,75.92158,56.186029,79.0,132.107609,264795.64640300017
2026-02-24,37.0,34.0,145.505553,42.697839,71.0,188.203392,264983.84979500016
2026-02-25,58.0,52.0,174.787182,96.314238,110.0,271.10142,265254.9512150002
2026-02-26,34.0,49.0,66.268204,176.957822,83.0,243.226026,265498.1772410002
2026-02-27,51.0,28.0,166.09900299999998,93.7931,79.0,259.89210299999996,265758.0693440002
2026-02-28,47.0,60.0,70.203198,487.79939,107.0,558.0025880000001,266316.07193200017
2026-03-01,31.0,30.0,38.757938,123.406561,61.0,162.164499,266478.2364310002
2026-03-02,23.0,34.0,39.865878,104.514776,57.0,144.380654,266622.61708500015
2026-03-03,32.0,48.0,25.758127,73.196454,80.0,98.954581,266721.5716660002
2026-03-04,41.0,79.0,178.11112699999998,106.20735,120.0,284.318477,267005.8901430002
2026-03-05,37.0,42.0,111.29619199999999,151.013386,79.0,262.309578,267268.19972100016
2026-03-06,38.0,53.0,-251.71765400000004,242.006655,91.0,-9.710999000000044,267258.48872200015
2026-03-07,27.0,50.0,32.150462,187.523347,77.0,219.673809,267478.16253100015
2026-03-08,45.0,51.0,4.492734999999997,189.296292,96.0,193.789027,267671.9515580002
2026-03-09,26.0,31.0,35.398007,73.43059,57.0,108.828597,267780.78015500016
2026-03-10,31.0,55.0,22.297104,140.507757,86.0,162.804861,267943.58501600014
2026-03-11,22.0,25.0,-12.950203999999992,61.491094000000004,47.0,48.54089000000001,267992.12590600015
2026-03-12,25.0,35.0,-11.682355999999999,-184.495124,60.0,-196.17748,267795.94842600013
2026-03-13,35.0,37.0,39.885729,128.423464,72.0,168.309193,267964.25761900016
2026-03-14,18.0,36.0,-363.790297,390.156927,54.0,26.366629999999986,267990.62424900016
2026-03-15,27.0,35.0,8.978271,135.089859,62.0,144.06813,268134.6923790002
2026-03-16,29.0,50.0,96.045631,145.567292,79.0,241.61292300000002,268376.3053020002
2026-03-17,30.0,41.0,58.777046,-10.180198999999995,71.0,48.596847000000004,268424.9021490002
2026-03-18,29.0,34.0,37.944913,132.941609,63.0,170.886522,268595.7886710002
2026-03-19,64.0,27.0,163.820511,-32.657017,91.0,131.16349400000001,268726.9521650002
2026-03-20,22.0,17.0,-163.724404,49.640285000000006,39.0,-114.08411899999999,268612.8680460002
2026-03-21,25.0,24.0,3.8918409999999994,-67.67687600000001,49.0,-63.78503500000001,268549.0830110002
2026-03-22,38.0,43.0,96.302357,395.16058100000004,81.0,491.462938,269040.54594900017
2026-03-23,41.0,46.0,192.429071,241.86996299999998,87.0,434.299034,269474.8449830002
2026-03-24,32.0,21.0,25.962922,92.09751800000001,53.0,118.06044,269592.90542300016
2026-03-25,63.0,45.0,1399.598783,2024.0615930000001,108.0,3423.660376,273016.56579900015
2026-03-26,26.0,60.0,97.741627,86.09969600000001,86.0,183.841323,273200.4071220001
2026-03-27,42.0,47.0,86.386392,398.547438,89.0,484.93383,273685.3409520001
2026-03-28,24.0,71.0,55.578331,113.475366,95.0,169.053697,273854.39464900014
2026-03-29,32.0,33.0,44.71575,-7.2293210000000006,65.0,37.486429,273891.8810780001
2026-03-30,20.0,35.0,42.434349,62.72301,55.0,105.157359,273997.0384370001
2026-03-31,23.0,64.0,40.034947,95.517459,87.0,135.55240600000002,274132.5908430001
2026-04-01,44.0,120.0,-1.0548839999999982,413.865522,164.0,412.810638,274545.4014810001
2026-04-02,48.0,40.0,48.170010999999995,-37.371897000000004,88.0,10.798113999999991,274556.19959500013
2026-04-03,34.0,55.0,50.247869,128.296717,89.0,178.544586,274734.7441810001
2026-04-04,19.0,13.0,17.222072,22.374912000000002,32.0,39.596984000000006,274774.3411650001
2026-04-05,17.0,32.0,17.270463,5.135303999999999,49.0,22.405766999999997,274796.7469320001
2026-04-06,28.0,54.0,-123.98958499999999,107.34416,82.0,-16.64542499999999,274780.1015070001
2026-04-07,36.0,64.0,80.050398,96.378906,100.0,176.429304,274956.5308110001
2026-04-08,36.0,56.0,25.435375999999998,96.475928,92.0,121.911304,275078.4421150001
2026-04-09,52.0,59.0,107.387594,79.015383,111.0,186.40297700000002,275264.8450920001
2026-04-10,60.0,89.0,72.744864,180.889187,149.0,253.634051,275518.4791430001
2026-04-11,20.0,34.0,32.725607,63.472051,54.0,96.19765799999999,275614.6768010001
2026-04-12,28.0,0.0,59.023688,0.0,28.0,59.023688,275673.70048900007
2026-04-13,28.0,0.0,90.00743899999999,0.0,28.0,90.00743899999999,275763.7079280001
2026-04-14,12.0,0.0,31.895096,0.0,12.0,31.895096,275795.60302400007
