slot_range,slot,sig,type,profit,profit_unit,chain_length,num_signers
arb_324115888_324115990,324115923,4ZK7m18BmuJcNS8iCv8UCjn21zCdN5MBp6nVmFsMb2DoXGXvahsCpY7vxoChoivWRTQ7c9ZFN8TpJhMxn37PBHqr,SOL,0.006541379000000668,SOL,2,1
arb_324115888_324115990,324115923,61GwDHiGZqyVsCVBQTe6L2Pat1syx21HSMCu411Cu1VzdXncUgPPiKJxz7aNUG373DgPWDb2W8VrqsWXCkxDGKyL,SOL,0.021505014999563938,SOL,2,1
arb_324115888_324115990,324115923,4zBebbsj3mEzZj5aQYCdNfxTbG7xRY9pW5vjEr3C5Dz3H4JLJ6dFXiFN1Mj2VusNsLbpNc3cN1wokz7TsBRXrTUz,SOL,0.031231125000193368,SOL,2,1
arb_324115888_324115990,324115923,4fa9zFYbxNdRYunm6KtN32GBUPLVCzU2o9wSJRdMgnipFGBSGjxhwnub7vVV9b8YPc5LLPJ5Q3t56DCjxNVvFMsW,SOL,0.0001461049999979514,SOL,2,1
arb_324115888_324115990,324115923,51816DfVv5nZPkNcDwWiERYZnEGwq63V2NzYPDBJvbT4DLmxdj1KBmGo7enDsgb87DtTXWFdpjrzPKuDwswtT5ui,SOL,0.0004160810000019952,SOL,5,1
arb_324115888_324115990,324115923,4evu9C4npukKGNxSaxWQFvYUQQm3HZSVKDBhT7HqPwjgX9bqZ3E2kmTTXP5qoHV4mhS6tR1Fwv44hmwZi7MtAEck,SOL,0.023726787000655798,SOL,2,1
arb_324115888_324115990,324115929,bUb2KZtmugnwQtJYjo6RWYVx8dXwSQms4x2mqMmyG39wHVZZB6r5mpePkZg3m4rKDyELPJCw2SjNzKomjgcCNQV,USDT,0.39841900000101305,USDT,2,1
arb_324115888_324115990,324115929,3GgRmqpgaYasH9KLQZxkp2yh8t634j41oRfMh97vvXV98EFSfEbq3m8qRD77FxLC1DubpztKo4CLq6moaaVKSCvp,USDC,0.08380100000067614,USDC,3,1
arb_324115888_324115990,324115929,3Czcu2DdDHoe7ymM64sqdvATV21ax1DScYVaChCUDbFtJZ1E1XxEDtdT2nFBV7g4vNNxAGjej6rWRqVHzijRLnYp,SOL,0.002101787999987236,SOL,2,1
arb_324115888_324115990,324115929,4DS36mPydn718MTAJMY72dpYYC6SqdXvfrAAaAjiimzZrgteCgRM5HUqupdLWRJezHV7xkh9kQv7YiPNpmiVxeQh,USDT,0.0702869999986433,USDT,2,1
arb_324115888_324115990,324115929,5jE1QMzJrok4FsYLPFXiCtYMbGP2cu95CUceMz3KXxWz7tn25LnN56MvU65chJ4RuW51cWXWZPH36Xbhy9wAGUjL,USDC,0.04602799999702256,USDC,2,1
arb_324115888_324115990,324115929,WXJfMbnDJEv7ZVuMmonNMF7WYwELxAgnbaovsaAfH7G6KdyBP1QVCwYa9K7y6HJbXqkQXDCYHyJBvG9PDJDVxaC,SOL,0.004958828999995134,SOL,2,1
arb_324115888_324115990,324115929,4YeVKny6y8TddJRnEkMkB3KVBzT4xYuUVp4TC2YAvENfmRPSCsdFZX4yxkJbeKpCfexxnfUgFkYr53m9jEYk7hmh,USDC,1.0221679999958724,USDC,3,1
arb_324115888_324115990,324115929,125PrWKqdG39e3hG8EPRydjkrsn2dntBfjkYmzzaee887UTEMWeGUiH9PBKVHBHWBonyoWJw8r3NGVEdNKvgZhJ3,SOL,0.00031080999999362046,SOL,2,1
arb_324115888_324115990,324115929,4BtmPv3sx5uspxRXG6pY15CuzN71GhmoU6p1RzDwhLD2mr4BXSqYmD4n8EuzZrYT4K12aQxWwwhThQC2K5rb6wTA,USDC,3.035079000001133,USDC,3,1
arb_324115888_324115990,324115929,3M9UX5FL19g8FMv3G3opkchRPYeSKV6Rm8cP9wG9DzuWUTEJFsvqiTeEMtJdsTNnT8zqA1NK9PQt26crwuZgR28d,SOL,0.013885783000095816,SOL,2,1
arb_324115888_324115990,324115929,3FGhrfE6qfxfUKUAzbjTgzecajGfeuiAthX4pu5G2nYRLJ5fRRwkaxRyedfryoUbJDzCbLNc8Tr5vMjyEm3My1Ku,USDC,8.110720000000583,USDC,2,1
arb_324115888_324115990,324115920,28qkKzgVwNeMbtUjhr361Fptk7BHzHC5SfyGaK4eponiu1vTfBWfsgSGncEqC1qTzuUQc1sYM4JpAS7h9PiH1jJj,SOL,0.010084101999696695,SOL,3,1
arb_324115888_324115990,324115920,3qLtQfFtiJMFJdmMK24fQ4aXPWWeBkNtYqe3VYpriAqULGFwYCXwd78ZsNo9HnWJLNu8ZcPjxFTLtwa6cXpWABqc,SOL,0.0008632329999920978,SOL,4,1
arb_324115888_324115990,324115920,26CAzjAk5FCBoVEyKFxGbU3tHX45VQ1FytrRGZ2zpJNFCcqdDdV573fHMQcPmAr1SNwU9x9K47crDZ8EjjapgTrY,SOL,0.0002623460000187841,SOL,3,1
arb_324115888_324115990,324115920,54wjuNFkXHQfUtBBkv5BdJF4RAjvRDDokEmqTpyauEdfh7g4pMUDaVZdTiaV796WKrpYqgvnthvVmrhXFrwejzAX,SOL,0.0006189569999672873,SOL,3,1
arb_324115888_324115990,324115920,4ju9E9TUS1dJekyNZCs8A5EiZQ6964jijbEhjd4B29ickW6MFYmsaxd2juaX6wzw9xd7xNjbwr5mRi7AeyW7zZWJ,USDC,0.1456519999774173,USDC,3,1
arb_324115888_324115990,324115920,33fzUgPv21KeNCG9UD143iiAYATDBpEXB7f8bfEVjZTtLdRZX5BJmXq4n2FPJRsTs1B3FHU86V45NSt6YJniSfFf,SOL,0.000507249000129449,SOL,4,1
arb_324115888_324115990,324115920,5JNGe5wE4TrVLntdxmVJV9e7Vbrk27b7hyCPoDLRZRHJm9HGTrFdkDEoJFaXk8gLwtT6Q3kc8D3Dfpm2vLqJDTKV,USDC,0.02060899999924004,USDC,4,1
arb_324115888_324115990,324115920,4yCYgyP6QdM8svzbBp8aBfM3J6ZYgLP8ZJxsscuy8Zz7aJwnfMi9rDh8Yrse3neJSP9CwrXB9mfXi5vPtyxUxpnN,SOL,0.002035258999961399,SOL,3,1
arb_324115888_324115990,324115920,5a7BkTxmv51R7U9xbV1ChWYG6VvCvTV4FATPiTheNURgWCDjMHWsyRiTtughsdXpdYCtTwzYV6geE5sJ1kzm41Ld,SOL,1.3418999999132325e-05,SOL,2,1
arb_324115888_324115990,324115927,33wf8VUhJziLs51dYm9avPLCMd1qfDJ9K92MiXNMydS9mcNd4xhrvsa899WvNdD3Z4W9v3KbCUg7B6mPFv9JtwPj,USDC,4.1770399999804795,USDC,3,1
arb_324115888_324115990,324115927,2KhuaQLuQnfLpfjBff4i5gKC3RhEQac4d2D96VccX8sLSP4ndBMj764PXZ2sNnx8bSi3jWs9uUqLqSwMXXdGXxH9,USDC,2.6467070000071544,USDC,2,1
arb_324115888_324115990,324115927,67ThT9GWaXZaSuVLajSs8hwenxqXwrwVYFrBNwibFFZNGNfDyALAn4wfaWpjZpxH7Uhmbyin4A56c6gC9uYovpJE,SOL,0.11903627300003067,SOL,3,1
arb_324115888_324115990,324115927,2Bqbdg2yzqXCy27KBPuZ8d8kfRJSEuk484xpy52ksBkUMbpGxgiJJTZaX3uKA1M57FCUgbRbmuB4wJJr9tKff2eq,USDC,67.26773300000059,USDC,2,1
arb_324115888_324115990,324115927,2AVSQiMhUo3rvFzo4vxLXTYcQJG3muv7Mj2G9yWLRUMhVRwA7QNPUofkS3e3fLTK3z5AWsExcwYc2vH3phcfUBCo,SOL,0.003230028000001561,SOL,2,1
arb_324115888_324115990,324115927,43kL3uvefu6E4Ps38369EN4gLoaiREn1BexEHPAeLZbSDLs9gLnrxGL5dZ24pvC3X7aXWkZrq2eRC94sSHBeMyTN,SOL,0.00371176500000324,SOL,2,1
arb_324115888_324115990,324115927,3Xi48unHKTFDwjJaPBPpYbq9kkaZG6URe4kvDEbWeCfHNyT2CFF2rRYTE5NBu3VavVmdQQ9H6VYcNb6nsooxsqpX,SOL,0.012797862000004087,SOL,2,1
arb_324115888_324115990,324115927,2MyfUyyaKPpWBP5iT2gmcz1VMqpXcfk9pFe3gES87cRL91xoGMdxh39ceDSNHvzDSow8SdTmJqDAuMhiAkQAiCyn,SOL,0.3546776149999614,SOL,2,1
arb_324115888_324115990,324115927,3HPXbd6XmydJdfX3vUJTf5fZYWgfMTkNzav4bjxPLdEE8QWqn5uRbW8mL3o4TrocFZZLxCDSTTLDFJRQALKwFNcW,SOL,0.2008762190001213,SOL,2,1
arb_324115888_324115990,324115927,3qCsi99akhfHNRYGc99oV164miMDGT3d43jXMgGFuc4Hy7gXj3pEFw4gn1ZSTdyRXz8hjxZPV6dGHjQQckhk7y28,SOL,0.000574260000002943,SOL,3,1
arb_324115888_324115990,324115927,5GGxr92ywvgQk33TMPa7UV88Lnb3AX4gkVciS2U4HP3ESsToNYoadfsuhRyWqmQ8tV2mRo5scbx7heoRDLDprvb8,SOL,0.0007421059999713923,SOL,3,1
arb_324115888_324115990,324115927,3KkRQbmqo9asaHpU5WuYQqPWJDYqn52XJqD85Zt7imvp1iKnREHZNiFFKTtYbrmTihw982YAjWyoyjvcrEd1wouK,SOL,0.00034992799994150014,SOL,3,1
arb_324115888_324115990,324115927,27ZS9JS1Kd3gu4f3kaiwg5pcKza9au4EL2bxTmTSY2PDiMmyBMC3i5B1rEySP4tPLJfCwSTzxyYSskquPP5F6o51,SOL,0.034724121000016824,SOL,3,1
arb_324115888_324115990,324115927,5uVis8cKunnvuWdcoEfwys6rbyne9ZXTRYJ25xE4yU68CMtTTYUH2izViuzRCF2vdP3XuWYFFrGFg8aGYb3gwDKZ,SOL,0.026467545000000356,SOL,2,1
arb_324115888_324115990,324115927,hURtV29YnbbSRLjWM3dkHAzhVVUM4HGj7soqRxN57ZqJnx8VvCWZC8peWo6241PPgbMWXz6ibLQ6u2bVHWG6Fra,SOL,0.0031819630000006075,SOL,2,1
arb_324115888_324115990,324115927,4pjfUk4qCjdCJLVqTSpeW1ouA6FTNz8SkfvB33vjDnYKaF5u4bFSP25CcBcrK3SiwsPC6s8qMr2xRXWLy1CQxyAy,SOL,0.006341978999988632,SOL,5,1
arb_324115888_324115990,324115927,3GvVNJE83zcaGcDhK78NKyCtmQaYs5JsYCJUWXKLZBmvGVVzEaFp9Wb7YQbykL2f8swFNgvH5E7f5gu1wf7iusY9,SOL,0.0026512019999948727,SOL,4,1
arb_324115888_324115990,324115927,3gfHtW7Aa9dR3JEwxyg3NudXjD9Cu5AVb1MuNmKWhR95Sct5a9yNxUhMmPNqgfmiRpQx3WkMnMEJ635peSCiiAF8,USDC,350.9593700000005,USDC,2,1
arb_324115888_324115990,324115927,3sh3L313NThotUpqmohVGp37C5h5kw6XLHSF1C4zCZ5phbWyDyXUN6FgT9W3PubLAdQ6faon664n4UFUU1xmu1rj,SOL,0.04678196600006391,SOL,4,1
arb_324115888_324115990,324115927,4SSvkdtUnVWuYihD7cyNcCHiuMvcVMS4d9kKj2Mri81X3uqVXig7M9zy1mJAAqVVh9cftLszJrG8SyzuXYKXqJQA,SOL,0.03678339099980041,SOL,2,1
arb_324115888_324115990,324115927,3NAvd4W2TNpZ6YGQcNGDCiikWgiMbWgQCDDvhxrs13AN91Ry5NVXSCzxV1Rqto2E8K4Q4drevrhT1oWpe7HivK3s,SOL,0.0011452080000000945,SOL,4,1
arb_324115888_324115990,324115927,4sxGDHVeJTawrS36CqiCvRwbkD4oa1sDeVAuR4Z74tRbrVhPCTf3QrLmNWoTqfsjryVHh2P5TnZPtWiNgerKjadh,SOL,0.0005604910000048741,SOL,4,1
arb_324115888_324115990,324115927,5vddd3T63etyDCzc5j3kvuWZA5EUVEW6xAPwB8uhT7WKM4aJQcQfT2oxXxwNUBDxWbG2FSGhC8MtPPtK1RnfHyhU,SOL,3.206500000240537e-05,SOL,4,1
arb_324115888_324115990,324115925,YD1SWcD6237aASSJPgmXd8jrAPruY7HyzZt9TWqhvvQHtpzqQmsrASbpeajmZ7qhDGLmdjhWirwkSrwqdMVUxpf,SOL,0.0006179769999856777,SOL,3,1
arb_324115888_324115990,324115925,38sLMnrPqsxYXk9avauTXErNh9yqw3XR8ZQcCytHZWUddZQNjuJbEXKDws2t8ytPRUdCNxF5dSQJtNgULAAw971s,USDC,0.002613999999994121,USDC,2,1
arb_324115888_324115990,324115925,4tbuRENsFFHaJX5YFe7xw2M58jSwKH7gWZk5fojAr4vSwNEaQqwUaDhQ6B9G7JfF1BnbtY4a21sbLAoo12PGCwtv,USDC,0.0006809999999859428,USDC,2,1
arb_324115888_324115990,324115925,3uf6Gd9rcDzjs66nGSedSHpodViWjWfTbA768bSnoBgGxwvYobxFMCfm6gcQ8dTPwrw7LuxwEDerhvpz6hWqYJKY,SOL,0.0007462190000027068,SOL,3,1
arb_324115888_324115990,324115925,ffH4z4t8w838NehoBthGDzZbQ8Y2FDoNMjGLJddrZ2pAbZdfPyDn7jRApBpVSYnF9MpEYuzkUvgw1YP2L1CtoRt,SOL,0.02670426600000409,SOL,2,1
arb_324115888_324115990,324115925,2ujtqXfKq6nWwhijF1d58ZdfgVhRSJ3EX7cGETNm6TV3e4tkX8K66KHhUVJucMmqqgCP5FgMAihimg7HDRwrsyM5,SOL,0.002851868999998128,SOL,2,1
arb_324115888_324115990,324115925,yTVxW42JGouNheytDNU2M6yTCFukmBgtC9faSvNbv7tSoyAsrDz977r5CbCBjBA8XMrqgS6VFPsj7y2S5TkCFud,SOL,0.000495146999997273,SOL,2,1
arb_324115888_324115990,324115925,1U7ipjP6h6Sd11neLMtXwSy1KcGmRKTEg9GhZRkPYb9bWd3WSpMpzMz87qzUNRoi9289qqWpY9HBCfT7JaHVZB2,SOL,0.0007360890000001471,SOL,2,1
arb_324115888_324115990,324115925,4nfXedpKczmjokFmtWE8pXDk17LW6v4gjkAjrii2UPZCrWCHZNorrg5qnQXFR3HfpD2Kigz7gQECK872dAyGiPds,SOL,0.000454138000000969,SOL,2,1
arb_324115888_324115990,324115925,3JAGhMFZPWDksKzVAA2VvtvJyaz3VPKGDvMXKH4XQ2YZnR9R6U2w5zPsBFfjwHZy2inw3CBGjfoTMGNB8XmYvQcd,SOL,0.0006757270001042925,SOL,2,1
arb_324115888_324115990,324115917,TVatqwj9TGEkhDkk4mKsunUkJDCXpQSb25kUdMXNDfYboqao1ZYxv7nifcgf9W8A3UzQ3jfJN1wVnaMZqRmjcHq,USDC,1.9263590000045951,USDC,3,1
arb_324115888_324115990,324115917,A5tiJmJZhyx6RGPCVDGu6r6CDjsjzy6eznxebDgzF74zuSCW5q3H12D8TdUAK8dbH52n9xCMr2Fky23VU8P2pDF,SOL,0.0005498650000069765,SOL,4,1
arb_324115888_324115990,324115917,5hj9kj5jRCPA771A3hidGtnPi8eHBSdGoMFQkmgKvybDE5fvKUY5h8zBKBrGQJEnYbMAEe3BBhxqkDdCZac6MbWd,SOL,2.6097999999395916e-05,SOL,4,1
arb_324115888_324115990,324115917,Ldu6HuBd956RRM9VR23zULfzoAz6rvfiPovbPXrGGZ3TFNDxduv89WPY9RrooXqUdcTjYMjS4Qu2R9twwZazDJ8,SOL,0.0002588009999961831,SOL,4,1
arb_324115888_324115990,324115917,3C1jQGJgL8yyA53xtCzjiyRCGfHoERe6MR2b4xhYUvKvJyxAgyKHSMhuaAQiJApJ25bNMDorfoYybZi9pKuUELhL,SOL,0.00010073100000337594,SOL,2,1
arb_324115888_324115990,324115917,2YAbE9RP2qeyPkvtVjRNZu41i7p4oDxTxnMrP78uPmwUbpuR86w29zcWKPdTmAo24czurspnrybcKX5Mpvo7u2Nd,SOL,0.0007579340000248407,SOL,3,1
arb_324115888_324115990,324115917,5ioYZxu8c8XnZHSWA8CJFJJG36pLYBeyQm6PMptdoLUj1o8dPUjP9BPcdF5BZpXa2bsNqkn1ZgUEcd1P1RrUKXjp,SOL,0.00011950199998612791,SOL,3,1
arb_324115888_324115990,324115917,3ypwytYhCApL4fD137rKyRkVdjK76jHJQkuzvyTUk2sEh2ZgokshvZSDXhT4RJEzQtAbqbZy2cuyVP1zZ5mcZGvx,USDC,0.2779449999798089,USDC,2,1
arb_324115888_324115990,324115917,5Xxii5BrcbxdLkevYqyyTnPXSrwTiXLaYkpzVxp2FmL3ZszNAa5mLtudA3ce9i7Nsp5twWPj5C6GGvvvxQDFzjMP,SOL,0.0005007959999330331,SOL,4,1
arb_324115888_324115990,324115917,43SDVpdQTgHauEDmXR7Sfsc5kR1KBLrbiD2suQzDGVMJJKhvYp9yfS2FAGzya7ePQs2DU14o3PyasPRANvmb4B8k,SOL,0.0001553120002333612,SOL,2,1
arb_324115888_324115990,324115917,4fUqmDGVgQ2Ma5koU1xyts77tSjophhNhheQ9Ja3KVSbQjsioe6Qf3u8QXmc2qCt1NRVCoW7ncWLvwHMZ1uSRy74,SOL,0.0008768709999975146,SOL,3,1
arb_324115888_324115990,324115917,3CH4ev4dKpByxijqMUUte61fotbggpACadeK4q6ebHQLGyN6UryufRjZJcKJvLbFf1BZncQmUVARAUg253D6CmbV,SOL,0.00032340699999393026,SOL,3,1
arb_324115888_324115990,324115917,2nyRYyGn9v4NJgUSBHz2oDY74kPd1Td7GUhCQ1HANog3arBCXBLU6t2RYRwosapK174q1jGBjqs4ngx9MmTLVcQQ,SOL,0.0005460349999840789,SOL,3,1
arb_324115888_324115990,324115917,EVwcrs2VrmpxY4AZpDCkZQkEawAXyDLptXMP6wgThyitRWvRKVEMzPz5tVUP9dr7ouShCkg5SN3z8JKgByEuoan,USDC,0.029288000005180947,USDC,2,1
arb_324115888_324115990,324115917,4aPMixtEspNtKYJH14UBUw1N4fMcxmBfnvMYBUMi6ZFBD8qrG8kThVZsdKTRXDMkmSWDKBkLnYQFxCwR8KSmkaKt,USDC,0.20524199999999837,USDC,3,1
arb_324115888_324115990,324115917,2MvCQ7hpAUXWwGkHss5oFpqbVncNP1zBVkPnBtfAZk9w5d6BBcWRAZAQbaNgNjqifs1MmgYjgYM1XTnca3cDZ2rg,SOL,0.00032134599999141845,SOL,3,1
arb_324115888_324115990,324115917,5QhbqUUq2DYNHSMy9kibeyZzhFZEye17NwtqPUX7uHSk9r5fiQw9KjEW4N4XYGPpX7T2PhyijG1JZFeFZ8X7bK2G,SOL,0.0006208060000002938,SOL,2,1
arb_324115888_324115990,324115917,24e5wkKbJve6rT9qNE9mthVySXcqe8Zc2fo3JTwUPdKrmbsT8wFxnJUfZuV7ToKHuZyPZ5nEEUb4DbAaNgCKxg8Q,SOL,0.000508881000010273,SOL,3,1
arb_324115888_324115990,324115917,fGCKz3tuQS8DCQf8zkfCkRoJjXbkLXX8Wsw9Dgy6mYkEuakpt8vQJsdH3K8psWwFK5zBUP9n8PkbvQZwba8r3CD,USDC,0.028279000005568378,USDC,2,1
arb_324115888_324115990,324115917,4XE1E7rjFrt1ykU3XQgGFGi1ojLZQSqQKy4GmfXTKCcP7CRe9f9WBJHDhovpcQzk4qW2HX2dXW3XX2BVtYTUhoK5,USDC,0.06965999999738415,USDC,3,1
arb_324115888_324115990,324115917,3A9AWCqNE7cTBYg37aDisBgzfYdrhafm4bJA9ZTip9oZMwnkRPF9RGnyRFYbWPy4x8h1wR6wC96RYuKkp9kjSHSv,SOL,0.009434921000006357,SOL,2,1
arb_324115888_324115990,324115917,4Tx77MMK7FScZSMCQw9tCqekrsqgqabinGfsBTnP65FYdAiRbL1qzhnp4DZfsEx4FE1EhcSzeBGPWpHqNiDvNuSp,SOL,0.0004501429999924527,SOL,3,1
arb_324115888_324115990,324115917,4gNhSXTqxBdqXrDheeuoJxChp4g9KQyigJReFxefMiLvJybLbSYpinWXSnG5FsNaRz4g8G4PrnqBQPSPtxT1nxpZ,SOL,0.0007827430000138027,SOL,3,1
arb_324115888_324115990,324115924,mF5t4wrQi9CrpvLXLCPMJATizeXeve2srDBn6QczNVrQbsjX1uL5Zb6Cqez3BRhUGfN5zBKehTLXnwH1pjYqhXj,SOL,0.05630434799999934,SOL,3,1
arb_324115888_324115990,324115924,2PA7gEKnLSAzPQDNuczDzvPauCyTxyjhnhsk3Wo2ugAR5vTrZ4ikCMnznw6gFJoDpPa2gUusZ6SswynSAhJEtTLp,SOL,0.0007089900000520837,SOL,2,1
arb_324115888_324115990,324115924,2oxycP9Fm7NxDqJWSW7PzUkW5fqm32c2gAiKBQZG5uGzVe5CcdD6Ex5wSHzJCxd1kifYMoFUfV4VwrkHjLTnxHiQ,SOL,0.2519459709998508,SOL,2,1
arb_324115888_324115990,324115924,611ffAvYhCTRnAmNTxWbz1Bqw7CLdcF8oiYe5xuduMNPsny5k3Zh1V7oxmFTfZjFhcQ5GM9pcN9cjFABLjUkHyEg,SOL,0.003679197000004534,SOL,3,1
arb_324115888_324115990,324115924,5uG5ihqdSNcRksjJ8PqwV5QS81pZmZKd68qkh39kSKph3K33YkehoTToUG9qxKWbSZQzK4k5fs31LsZKnPcc58Uy,SOL,0.0127593860000165,SOL,2,1
arb_324115888_324115990,324115924,E8VNZ3FnepCLYnecdhJ8iiyaZhCcmmAKrx2AAbG99Y87EcLt21Wf12rRpn8UKA27qDZxNG3Gj9PGoskUknW6J8P,SOL,0.0036351140002412775,SOL,4,1
arb_324115888_324115990,324115924,4iYYTeaWsGZDhmXjqGCQzRm5iambQM4c2e4iNYR8bsGY6vqXY8jbARP1634bms6Ku1sjonGnKAUjoK62TfzzVoLu,SOL,0.00020878000019467434,SOL,2,1
arb_324115888_324115990,324115924,26N4tc2kiKjPK77kiAj4CHcnkSogCSs1uDfFSjYbHPL7awv1tiAucWYKVTJ3ZC7M4DVUtiA2Ptm4pjRsXfWFmLqR,SOL,0.00045446300016017526,SOL,4,1
arb_324115888_324115990,324115924,2ZG9sZkPXx4fZgVoXLhsKaVC26HYRLvEYhoGKL6iw3FQjYofL3nfwQEeHW171hsJqZfk359ihuJKbnMqoV9RdUEg,SOL,0.0008173789999949216,SOL,4,1
arb_324115888_324115990,324115924,5CHNgpzDop2yatpyuPFf1MnVqSxy1PGYbocG5evUPtbgWr3Eqn15JCQFr6yLZWePEhP7N96mGEw3ZGHRGHPijS5x,SOL,0.0009941009999997526,SOL,4,1
arb_324115888_324115990,324115922,4yXXLhVUFZJsyvo8PpYfJYogk3E1rabeLGT1amLQuuKmp9xQPH8oh2qy27gckhgnMURtPwBqVtvLstiQumvTaB8d,SOL,0.0004518199999928554,SOL,3,1
arb_324115888_324115990,324115922,379VN33yucikZke3M3y6miASMB5A5PLDnWFbhCxD6H6nkwk93ZtnsoUmobwk2JzESMWfpxNguvu1SMdZdvyrZ3oC,SOL,0.00043754200000031135,SOL,3,1
arb_324115888_324115990,324115922,3X11FGaHWFHpqH6SkKJ8JyKi7kMuiDdVGBjbyVcRnA4GFEhNgeTu9AitoezHohTYfvcj13MgjtP36pKuw8zNLJgX,SOL,0.01174491999999631,SOL,2,1
arb_324115888_324115990,324115922,2oXZjAQ6sVnrmAxdRHN5irmhiVeox98G7domA28r5cPL3NujgYuofVz21EazWCRRnEQwrPQzpL38YscYWuahUvCw,SOL,0.0003945050000256296,SOL,3,1
arb_324115888_324115990,324115922,4YLth87596vCpKw9yWYp4kSCWtYUFohXuzmque2ygEjcHzSRrqz4iVDR59xMNZErjzTbCqP65Qb1auGhs6oge9WT,SOL,0.0006456760000002593,SOL,2,1
arb_324115888_324115990,324115922,5ftuh8A6MWVTMkkCBjrW9A7hUkTEhTszWe8vTZdomB5cxnTW4s7q8R5BnpoGCpnh3AYMQSmamYs2PqHWLpaNaSd1,SOL,0.004875914000003245,SOL,2,1
arb_324115888_324115990,324115922,uX7oFbEp3dzL4NoSYBKAws4qyLR9pZ2Eb91KTXMu433K1y5dkTVo9rRMuMVXbQxGgiCPMxW6CVStVK2JLWXdHDv,SOL,0.001097227000002743,SOL,2,1
arb_324115888_324115990,324115922,4vbM8NgahtndGm8jUTGbskUEQQsNKoLNZUn1Fy7phUTp7U598oYg1PR2QYcqjB7QHqtXhLnpU1dNZK2JWVU56hcR,SOL,0.00038220599998281806,SOL,3,1
arb_324115888_324115990,324115922,5Wj3rQT4nkp6ssM8nvi6Zgh3WXxKoK6GyQ24iTCB9QfuZpAqDjoPGFPJ7CRbdmP1oQcymdeqK2KWCnZHa5S3Bq7X,SOL,0.0003643780000006536,SOL,3,1
arb_324115888_324115990,324115922,5rvNQLkGswC5PrBH9mNevRCTntA4jo7xYM9WPZbiArF5azaB8aAMXGb9CS2VFcCWCkEF48UxBdk2zi6T75CT9uJU,SOL,4.619999998431394e-05,SOL,4,1
arb_324115888_324115990,324115922,5waZMgqKj45b5RTyWYN1vNaz7bWdGQT2mmA51HBzp5QKB2rYp3Enz8VoNTpkCaAfW3NB54RyXg5qudSszs79mrm9,SOL,0.0003544790000071112,SOL,3,1
arb_324115888_324115990,324115922,oq397WQTuXKbyMWKrnrHixUVeCC4ctE5BnWLDqYesu5ZQ13JFihyCdECZkJFfnMvRi4Rj1HvSsDK8799Pz747rR,SOL,0.00019175799999810415,SOL,3,1
arb_324115888_324115990,324115922,43TvoMXe4DbidGgX6KE7ftsvtMDamEzVpA7WfstxHpZyocvV72NQn6JRPLKYqx93GZAy6U5fKPckQmyQhzNN9jPs,SOL,0.0004370119999942402,SOL,3,1
arb_324115888_324115990,324115922,4sgV8FGmQkiJyvwj9tmiNoQgxCRjMSL7Tkdk9wUMN44QHyddRzRVv9eyHTUYmGEsQyG5BzkUHspXYpsXS7XgLE1D,SOL,7.665000000131559e-05,SOL,3,1
arb_324115888_324115990,324115922,4F6gzp64enkpDZNmqpd3XWFiw8zNnGQg9nXcE8KexELMPHWhu21Lfhht1pEJ7moixfmodTsLbbpeuFBhsdBshfPQ,SOL,0.02065927999999711,SOL,3,1
arb_324115888_324115990,324115926,QCb5Az5p6dqJ3Vi52MMBcm8dd4ee4yAL8arxBkRPrF67vdTE6Rb64VmM5ZeN9zNJBJUUFLSQSt8JrNQiE94SC8H,SOL,0.0059210029999421975,SOL,4,1
arb_324115888_324115990,324115926,4vcszJggtBpHiwVm7ioi4CSRm8TNWSWQnTXsGwDe8xUHhNyCxprn5d2ztMGemPE8Fp4rExanmUChywCjuj3QbR1a,SOL,0.011411382999742491,SOL,3,2
arb_324115888_324115990,324115926,4BnZsoAYKcYXConMW8pJGNfyVnNwR5Mvk3SWKCmo8xwnTXsKjR3FpMwSzcQ1VCrqLkEK9AqKKGtWKVSYX7JMzZAp,USDC,38.263802000001306,USDC,2,1
arb_324115888_324115990,324115926,hadktRZ7DKGw3m52718cHgSSF2ymVp6S2inXxCVsVoU89d88VnM1NiN4vbxZVQ2cgZ6p2NWzZya1CL6kgtTxikh,SOL,0.006230630999728892,SOL,2,1
arb_324115888_324115990,324115926,4eHqiNrpRC13yBPzUctRGcfLURKtTh4beKHw977UsooH29EFKJTjhzRxXBUAR8y3wMi1rKR2hMnJdTwnWetJUBy7,SOL,0.0012891560000033312,SOL,2,1
arb_324115888_324115990,324115926,7awbXrhkZQSQNTFaGUvq6KuGeSfKw2jy2LwVFEEfxAPnHnToVT2dh5m9Av2DFa2bsXobtXU81ptM8Gn1o3K5twU,SOL,0.00032208300000263437,SOL,2,1
arb_324115888_324115990,324115926,2A3jAtasSL1s3Bc86HfsjnXF73pok2gnv7SP37WNwzJE5FSio59nWBrGd8xZw3HCxYyJi3Jkos1UAQ3TzvvNEimQ,SOL,0.0005060880000325637,SOL,2,1
arb_324115888_324115990,324115926,2Ksqmqq5NGnY7e7jQRQnFYQm5HGaLmMVGyLdYV9pHisn7oVvV84zaJpFq8w7aGAoni8g1PPe97yUmmz3DzBtm9wR,SOL,3.846499996101578e-05,SOL,2,1
arb_324115888_324115990,324115926,4KBeRmc6siarorEtsqZiaLRdy8h1vxg24dMbAHEDD62ixyxk5356CZP5HCWHywdXYXmVch2o8X8ixr8FZbqxhfRE,SOL,0.000900598999994906,SOL,2,1
