category,symbol,datetime_utc,volatility,open,high,low,close,volume,slot_start,slot_end
low,BTCUSDT,2025-10-04 23:52 UTC,8.17343573665846e-08,122347.57,122347.57,122347.56,122347.56,1.14044,371238026,371238176
low,BTCUSDT,2025-10-04 23:53 UTC,8.173436404709033e-08,122347.56,122347.57,122347.56,122347.56,2.19204,371238175,371238325
low,BTCUSDT,2025-10-04 23:54 UTC,8.173436404709033e-08,122347.56,122347.57,122347.56,122347.57,0.82341,371238328,371238478
low,BTCUSDT,2025-10-04 13:21 UTC,8.173487164978005e-08,122346.8,122346.81,122346.8,122346.81,1.8851,371142314,371142464
low,BTCUSDT,2025-10-04 08:35 UTC,8.174026992240324e-08,122338.72,122338.73,122338.72,122338.72,4.07764,371098981,371099131
low,BTCUSDT,2025-10-04 22:49 UTC,8.174342369873715e-08,122334.0,122334.0,122333.99,122334.0,1.23074,371228485,371228635
low,BTCUSDT,2025-10-04 07:37 UTC,8.17443124127129e-08,122332.67,122332.68,122332.67,122332.68,1.10474,371090163,371090313
low,BTCUSDT,2025-10-04 07:38 UTC,8.17443124127129e-08,122332.67,122332.68,122332.67,122332.67,4.51689,371090312,371090462
low,BTCUSDT,2025-10-04 13:26 UTC,8.174455297019496e-08,122332.31,122332.31,122332.3,122332.31,1.30976,371143072,371143222
low,BTCUSDT,2025-10-04 21:36 UTC,8.174676482895561e-08,122329.0,122329.0,122328.99,122328.99,0.78945,371217413,371217563
low,BTCUSDT,2025-10-04 09:40 UTC,8.174755349448086e-08,122327.82,122327.82,122327.81,122327.82,2.21624,371108819,371108969
low,BTCUSDT,2025-10-04 09:42 UTC,8.174755349448086e-08,122327.82,122327.82,122327.81,122327.82,0.95519,371109123,371109273
low,BTCUSDT,2025-10-04 09:43 UTC,8.174755349448086e-08,122327.82,122327.82,122327.81,122327.81,0.93523,371109278,371109428
low,BTCUSDT,2025-10-04 09:41 UTC,8.174756017714391e-08,122327.81,122327.82,122327.81,122327.82,2.17124,371108969,371109119
low,BTCUSDT,2025-10-04 09:44 UTC,8.174756017714391e-08,122327.81,122327.82,122327.81,122327.81,0.80795,371109433,371109583
low,BTCUSDT,2025-10-04 21:34 UTC,8.175142282025004e-08,122322.03,122322.04,122322.03,122322.03,0.45004,371217117,371217267
low,BTCUSDT,2025-10-04 07:26 UTC,8.175186392010906e-08,122321.37,122321.37,122321.36,122321.37,0.62716,371088483,371088633
low,BTCUSDT,2025-10-04 07:27 UTC,8.175186392010906e-08,122321.37,122321.37,122321.36,122321.37,0.69224,371088632,371088782
low,SOLUSDT,2025-09-20 17:11 UTC,4.159214740265078e-05,240.43,240.43,240.42,240.43,222.643,368120185,368120335
low,SOLUSDT,2025-09-20 21:41 UTC,4.1616380207330005e-05,240.29,240.3,240.29,240.29,590.201,368161140,368161290
low,SOLUSDT,2025-09-20 21:34 UTC,4.163197335549919e-05,240.2,240.2,240.19,240.2,234.862,368160072,368160222
low,SOLUSDT,2025-09-20 22:51 UTC,4.166666666662877e-05,240.0,240.0,239.99,239.99,319.348,368171796,368171946
low,SOLUSDT,2025-09-20 22:28 UTC,4.1678822990119314e-05,239.93,239.93,239.92,239.92,90.245,368168278,368168428
low,SOLUSDT,2025-09-20 15:57 UTC,4.168751042183969e-05,239.88,239.89,239.88,239.89,185.972,368108982,368109132
low,SOLUSDT,2025-09-20 21:56 UTC,4.1692724619634464e-05,239.85,239.86,239.85,239.86,133.597,368163405,368163555
low,SOLUSDT,2025-09-20 07:58 UTC,4.171707479879574e-05,239.71,239.71,239.7,239.71,240.026,368036408,368036558
low,SOLUSDT,2025-09-20 23:15 UTC,4.172229639515564e-05,239.68,239.69,239.68,239.69,56.475,368175453,368175603
low,SOLUSDT,2025-09-20 22:06 UTC,4.172403721792184e-05,239.67,239.68,239.67,239.68,253.151,368164928,368165078
low,SOLUSDT,2025-09-20 21:01 UTC,4.173274351052043e-05,239.62,239.62,239.61,239.62,71.264,368155064,368155214
low,SOLUSDT,2025-09-20 23:57 UTC,4.175191014985139e-05,239.51,239.51,239.5,239.51,225.304,368181825,368181975
low,SOLUSDT,2025-09-20 00:45 UTC,4.1799030262459894e-05,239.24,239.25,239.24,239.25,763.133,367970812,367970962
low,SOLUSDT,2025-09-20 05:29 UTC,4.180602006685161e-05,239.2,239.2,239.19,239.2,247.132,368013805,368013955
low,SOLUSDT,2025-09-20 06:44 UTC,4.180951584576848e-05,239.18,239.19,239.18,239.19,81.384,368025179,368025329
low,SOLUSDT,2025-09-20 06:30 UTC,4.1809515845887306e-05,239.18,239.18,239.17,239.18,129.219,368023058,368023208
low,SOLUSDT,2025-09-20 19:24 UTC,4.183750313789359e-05,239.02,239.02,239.01,239.02,229.316,368140339,368140489
low,SOLUSDT,2025-09-20 19:59 UTC,4.190236748384382e-05,238.65,238.65,238.64,238.64,142.646,368145643,368145793
low,SOLUSDT,2025-09-20 12:59 UTC,4.207514621109482e-05,237.67,237.67,237.66,237.67,170.266,368082028,368082178
low,SOLUSDT,2025-09-20 10:48 UTC,4.2094628725336354e-05,237.56,237.57,237.56,237.57,253.222,368062180,368062330
low,SOLUSDT,2025-09-20 09:59 UTC,4.2153184673183525e-05,237.23,237.24,237.23,237.24,202.916,368054734,368054884
low,SOLUSDT,2024-12-01 12:06 UTC,4.216918276131959e-05,237.14,237.15,237.14,237.15,419.587,304741220,304741370
low,SOLUSDT,2024-12-01 06:27 UTC,4.2290450816287434e-05,236.46,236.46,236.45,236.46,426.086,304691371,304691521
low,SOLUSDT,2025-01-04 22:57 UTC,4.608507304479886e-05,216.99,217.0,216.99,217.0,1436.874,311913350,311913500
low,SOLUSDT,2025-01-04 03:53 UTC,4.6093569946950475e-05,216.95,216.95,216.94,216.94,139.831,311746413,311746563
low,SOLUSDT,2025-01-04 23:45 UTC,4.61531361055564e-05,216.67,216.67,216.66,216.67,205.475,311920340,311920490
low,SOLUSDT,2025-01-04 22:42 UTC,4.622140050839337e-05,216.35,216.35,216.34,216.34,212.043,311911158,311911308
low,SOLUSDT,2025-01-04 11:43 UTC,4.622353702501112e-05,216.34,216.34,216.33,216.34,130.191,311815141,311815291
low,SOLUSDT,2025-01-04 22:33 UTC,4.622781065084553e-05,216.32,216.32,216.31,216.31,180.16,311909854,311910004
low,SOLUSDT,2025-01-04 12:09 UTC,4.6229947760116983e-05,216.31,216.32,216.31,216.32,132.567,311818923,311819073
low,SOLUSDT,2025-01-04 22:32 UTC,4.6229947760116983e-05,216.31,216.32,216.31,216.32,111.985,311909707,311909857
low,SOLUSDT,2025-01-04 11:49 UTC,4.627273147942865e-05,216.11,216.11,216.1,216.1,1335.776,311816018,311816168
low,SOLUSDT,2025-01-04 11:19 UTC,4.6330615270528657e-05,215.84,215.84,215.83,215.83,445.268,311811639,311811789
low,SOLUSDT,2025-01-04 22:15 UTC,4.6330615270528657e-05,215.84,215.85,215.84,215.85,301.536,311907217,311907367
low,SOLUSDT,2025-01-04 10:54 UTC,4.635423909525484e-05,215.73,215.74,215.73,215.74,473.802,311807960,311808110
low,SOLUSDT,2025-01-04 10:43 UTC,4.638003803172082e-05,215.61,215.61,215.6,215.61,691.512,311806335,311806485
low,SOLUSDT,2025-01-04 19:49 UTC,4.645544922415175e-05,215.26,215.26,215.25,215.26,384.722,311886022,311886172
low,SOLUSDT,2025-09-06 02:58 UTC,4.8995590396819725e-05,204.1,204.1,204.09,204.09,355.455,364949516,364949666
low,SOLUSDT,2025-09-06 03:58 UTC,4.90172050389241e-05,204.01,204.01,204.0,204.01,53.999,364958482,364958632
low,SOLUSDT,2025-09-06 02:42 UTC,4.907975460118236e-05,203.75,203.76,203.75,203.76,110.155,364947114,364947264
low,SOLUSDT,2025-09-06 01:27 UTC,4.908698213229386e-05,203.72,203.72,203.71,203.72,188.36,364935920,364936070
low,SOLUSDT,2025-09-06 01:29 UTC,4.908698213229386e-05,203.72,203.72,203.71,203.72,360.539,364936213,364936363
low,SOLUSDT,2025-09-06 04:29 UTC,4.908698213229386e-05,203.72,203.72,203.71,203.71,60.995,364963113,364963263
low,SOLUSDT,2025-09-06 02:45 UTC,4.912073877600612e-05,203.58,203.58,203.57,203.58,481.353,364947567,364947717
low,SOLUSDT,2025-09-06 04:14 UTC,4.914004914000445e-05,203.5,203.5,203.49,203.5,344.673,364960887,364961037
low,SOLUSDT,2025-09-06 08:55 UTC,4.914487910355271e-05,203.48,203.48,203.47,203.47,679.727,365002947,365003097
low,SOLUSDT,2025-09-06 08:37 UTC,4.9156958167523604e-05,203.43,203.43,203.42,203.42,130.26,365000232,365000382
low,SOLUSDT,2025-09-06 08:48 UTC,4.9171460884058145e-05,203.37,203.37,203.36,203.37,557.122,365001892,365002042
low,SOLUSDT,2025-09-06 08:49 UTC,4.9171460884058145e-05,203.37,203.38,203.37,203.37,120.585,365002042,365002192
low,SOLUSDT,2025-09-06 09:25 UTC,4.918597216069502e-05,203.31,203.31,203.3,203.31,838.32,365007409,365007559
low,SOLUSDT,2025-09-06 05:14 UTC,4.919323101136809e-05,203.28,203.28,203.27,203.27,75.042,364969863,364970013
low,SOLUSDT,2025-09-06 05:15 UTC,4.919323101136809e-05,203.28,203.28,203.27,203.27,347.445,364970017,364970167
low,SOLUSDT,2025-09-06 04:59 UTC,4.920775514216566e-05,203.22,203.23,203.22,203.23,168.116,364967590,364967740
low,SOLUSDT,2025-09-06 09:18 UTC,4.9248953459694186e-05,203.05,203.06,203.05,203.05,643.282,365006365,365006515
low,SOLUSDT,2025-09-06 07:53 UTC,4.92635105178547e-05,202.99,202.99,202.98,202.99,185.737,364993653,364993803
low,SOLUSDT,2025-09-06 10:46 UTC,4.928050463232262e-05,202.92,202.92,202.91,202.91,55.637,365019507,365019657
low,SOLUSDT,2025-09-06 05:38 UTC,4.928536224750777e-05,202.9,202.9,202.89,202.9,303.57,364973437,364973587
low,SOLUSDT,2025-09-06 10:58 UTC,4.929751047567614e-05,202.85,202.85,202.84,202.85,88.146,365021293,365021443
low,SOLUSDT,2025-09-06 12:23 UTC,4.932912391471441e-05,202.72,202.73,202.72,202.73,145.169,365033990,365034140
low,SOLUSDT,2025-09-06 07:17 UTC,4.9333991119976946e-05,202.7,202.71,202.7,202.71,98.779,364988243,364988393
random,BTCUSDT,2024-12-05 22:34 UTC,0.007839673721667006,95844.55,96152.01,95400.62,95480.0,391.67223,305645206,305645356
random,SOLUSDT,2024-02-18 20:20 UTC,0.004357492218763976,112.45,112.48,111.99,112.06,12166.01,249005894,249006044
random,SOLUSDT,2025-03-17 15:54 UTC,0.004086765168186074,127.24,127.67,127.15,127.55,12352.011,327383269,327383419
random,SOLUSDT,2025-03-11 14:36 UTC,0.004003670030861656,119.89,120.23,119.75,120.12,17048.642,326067372,326067522
random,SOLUSDT,2025-10-17 22:10 UTC,0.0031353046110601246,184.99,185.0,184.42,184.64,5658.558,374053807,374053957
random,SOLUSDT,2025-02-11 18:37 UTC,0.002936708860759413,197.5,198.04,197.46,197.99,2355.167,319999560,319999710
random,SOLUSDT,2025-12-15 09:51 UTC,0.002637329515485063,132.71,133.02,132.67,132.77,6180.75,386835820,386835970
random,SOLUSDT,2025-06-24 06:05 UTC,0.0023422430421603984,145.16,145.16,144.82,144.87,4514.088,348833768,348833918
random,SOLUSDT,2025-11-26 15:11 UTC,0.0023393522918341487,136.79,136.88,136.56,136.78,2562.694,382666760,382666910
random,SOLUSDT,2025-09-25 20:48 UTC,0.0023388244864753892,196.68,196.79,196.33,196.36,2034.739,369243243,369243393
random,BTCUSDT,2025-03-09 15:20 UTC,0.002212651484056035,83564.9,83564.9,83380.0,83467.99,35.66536,325638730,325638880
random,SOLUSDT,2024-04-09 17:27 UTC,0.0021515117200769755,176.62,176.75,176.37,176.37,6683.66,259446828,259446978
random,SOLUSDT,2024-08-25 01:08 UTC,0.002130459301961297,159.59,159.59,159.25,159.38,2892.503,285646539,285646689
random,SOLUSDT,2025-10-03 15:00 UTC,0.002039134018829445,230.49,230.49,230.02,230.02,4999.83,370938986,370939136
random,SOLUSDT,2025-10-23 16:17 UTC,0.0019347416858398062,191.24,191.25,190.88,191.04,1801.742,375302810,375302960
random,SOLUSDT,2024-02-24 21:27 UTC,0.0019157088122605636,104.4,104.42,104.22,104.29,2107.54,250234787,250234937
random,SOLUSDT,2024-02-27 10:16 UTC,0.0018859452177818407,111.35,111.42,111.21,111.21,5639.89,250758500,250758650
random,BTCUSDT,2024-11-14 16:01 UTC,0.001837151281469721,88180.0,88204.0,88042.0,88104.01,98.26134,301376824,301376974
random,SOLUSDT,2025-11-13 04:48 UTC,0.0018175916910094197,154.05,154.33,154.05,154.24,2478.115,379738694,379738844
random,BTCUSDT,2025-05-02 09:00 UTC,0.001815882660949111,96636.2,96636.21,96460.73,96512.51,41.21639,337302344,337302494
random,SOLUSDT,2024-02-09 02:53 UTC,0.0018023145513185138,105.42,105.6,105.41,105.47,15698.33,246988807,246988957
random,BTCUSDT,2024-03-07 02:01 UTC,0.0018016278074075248,66378.86,66451.74,66332.15,66440.02,61.74271,252584632,252584782
random,SOLUSDT,2024-08-13 16:57 UTC,0.0017429778105518493,149.17,149.36,149.1,149.32,2771.991,283384499,283384649
random,SOLUSDT,2024-11-16 01:21 UTC,0.001651754989676594,217.95,217.99,217.63,217.63,2234.658,301650494,301650644
random,SOLUSDT,2026-01-11 17:16 UTC,0.0016494549627081051,139.44,139.58,139.35,139.52,3479.156,392829077,392829227
random,SOLUSDT,2025-11-17 13:39 UTC,0.00150332879948463,139.69,139.77,139.56,139.65,4108.309,380685134,380685284
random,BTCUSDT,2025-07-15 08:22 UTC,0.0014768503852193857,116606.26,116728.79,116556.58,116728.79,22.75766,353426211,353426361
random,SOLUSDT,2024-09-04 08:38 UTC,0.0014586212191002436,130.26,130.26,130.07,130.14,1625.431,287716566,287716716
random,BTCUSDT,2024-02-19 17:04 UTC,0.0014490955741329895,51832.33,51889.12,51814.01,51889.11,63.23453,249180858,249181008
random,SOLUSDT,2024-02-09 12:36 UTC,0.0014170996693433301,105.85,105.99,105.84,105.98,6292.14,247074504,247074654
random,SOLUSDT,2024-04-29 13:26 UTC,0.0014005602240896192,135.66,135.85,135.66,135.79,838.094,262900924,262901074
random,BTCUSDT,2026-01-31 21:01 UTC,0.0013965748754604236,78069.57,78170.19,78061.16,78101.1,53.92045,397207235,397207385
random,SOLUSDT,2025-08-06 18:00 UTC,0.0013599006681250503,169.13,169.35,169.12,169.3,1777.751,358298959,358299109
random,BTCUSDT,2024-05-08 15:12 UTC,0.0013042100407164303,62321.25,62321.26,62239.98,62248.0,16.82925,264594800,264594950
random,SOLUSDT,2024-04-07 17:47 UTC,0.0012213401432298833,180.13,180.28,180.06,180.14,3106.74,259446828,259446978
random,BTCUSDT,2024-03-13 18:31 UTC,0.0011960293142290056,72974.8,73047.48,72960.2,73047.47,60.60068,253966135,253966285
random,SOLUSDT,2025-01-30 10:51 UTC,0.001162838988330085,240.79,240.87,240.59,240.59,626.26,317330567,317330717
random,SOLUSDT,2025-08-29 20:27 UTC,0.0011390085673254008,201.93,201.99,201.76,201.77,4259.389,363363620,363363770
random,SOLUSDT,2025-06-03 08:12 UTC,0.0010683089298057407,159.13,159.14,158.97,159.04,1736.666,344301609,344301759
random,SOLUSDT,2025-08-09 17:09 UTC,0.0010542085113467577,180.23,180.36,180.17,180.35,2976.48,358942088,358942238
random,SOLUSDT,2024-12-02 05:53 UTC,0.0010528162835585588,227.96,228.18,227.94,228.17,2064.549,304897500,304897650
random,SOLUSDT,2024-11-17 02:45 UTC,0.0010236367020286566,214.92,214.98,214.76,214.98,1435.967,301857216,301857366
random,SOLUSDT,2024-06-11 11:08 UTC,0.0009715025906734279,154.4,154.48,154.33,154.33,434.91,271197428,271197578
random,SOLUSDT,2024-11-24 10:16 UTC,0.0009464468806688582,253.58,253.65,253.41,253.65,947.363,303315179,303315329
random,BTCUSDT,2025-03-10 20:30 UTC,0.0009257150070176479,79063.21,79122.65,79049.46,79122.65,27.05029,325904252,325904402
random,SOLUSDT,2024-11-18 05:44 UTC,0.0009046796611563404,243.18,243.38,243.16,243.37,1298.022,302080427,302080577
random,BTCUSDT,2025-04-02 19:31 UTC,0.0008806424229124454,86311.99,86388.0,86311.99,86388.0,6.98517,330871051,330871201
random,BTCUSDT,2024-12-28 19:17 UTC,0.0008706858695186403,94913.68,94996.32,94913.68,94996.32,10.2837,310407365,310407515
random,SOLUSDT,2024-10-25 13:29 UTC,0.0008635081457602076,173.71,173.86,173.71,173.85,1597.09,297620632,297620782
random,SOLUSDT,2025-03-17 19:08 UTC,0.0008473923426545353,129.81,129.91,129.8,129.89,661.908,327412386,327412536
random,BTCUSDT,2025-11-12 00:14 UTC,0.0008410059063603526,103007.6,103014.64,102928.01,102928.02,12.59172,379482645,379482795
random,BTCUSDT,2025-01-28 21:42 UTC,0.0008323703678920283,101024.74,101100.01,101015.92,101064.84,12.82319,316998711,316998861
random,BTCUSDT,2024-07-14 14:45 UTC,0.0008319109808401325,59766.01,59815.72,59766.0,59802.01,28.65662,279584429,279584579
random,SOLUSDT,2025-03-27 23:58 UTC,0.0007953723788863717,138.3,138.41,138.3,138.41,551.663,329619042,329619192
random,BTCUSDT,2025-08-01 15:41 UTC,0.0007943469755921693,115037.89,115129.27,115037.89,115121.42,9.20283,357246772,357246922
random,BTCUSDT,2025-12-08 21:21 UTC,0.0007796740805989614,90820.0,90859.09,90788.28,90838.48,5.37526,385390524,385390674
random,BTCUSDT,2024-02-09 05:40 UTC,0.0007790883086531398,46195.02,46195.03,46159.04,46176.84,28.56085,247013168,247013318
